Date,Utilization of Refinery in %,Production,Demand,Contract 1 FP,Global Sale (in millions),Last Day's Price,Price
2018-11-12,90.61999999999999,4617.682068965517,4452.044482758621,59.93,2.470088689448276,60.189998626708984,59.93000030517578
2018-11-13,91.14,4617.6747892720305,4452.150191570881,55.69,2.470890301241379,59.93000030517578,55.689998626708984
2018-11-14,91.66,4617.667509578544,4452.255900383142,56.25,2.471691913034483,55.689998626708984,56.25
2018-11-15,92.18,4617.660229885058,4452.361609195403,56.46,2.4724935248275863,56.25,56.459999084472656
2018-11-16,92.7,4617.652950191571,4452.467318007663,56.46,2.4732951366206897,56.459999084472656,56.459999084472656
2018-11-19,93.28,4617.645670498085,4452.573026819924,56.76,2.474096748413793,56.459999084472656,56.7599983215332
2018-11-20,93.86,4617.638390804597,4452.678735632184,53.43,2.474898360206897,56.7599983215332,53.43000030517578
2018-11-21,94.44,4617.631111111111,4452.7844444444445,54.63,2.475699972,53.43000030517578,54.630001068115234
2018-11-22,95.02,4617.623831417624,4452.890153256705,54.63,2.4765015837931035,54.03000068664551,52.52499961853027
2018-11-23,95.6,4617.616551724138,4452.995862068966,50.42,2.477303195586207,54.630001068115234,50.41999816894531
2018-11-26,95.58,4617.6092720306515,4453.1015708812265,51.63,2.4781048073793106,50.41999816894531,51.630001068115234
2018-11-27,95.56,4617.601992337165,4453.207279693487,51.56,2.478906419172414,51.630001068115234,51.560001373291016
2018-11-28,95.53999999999999,4617.594712643679,4453.312988505748,50.29,2.4797080309655173,51.560001373291016,50.290000915527344
2018-11-29,95.52,4617.587432950191,4453.418697318008,51.45,2.4805096427586206,50.290000915527344,51.45000076293945
2018-11-30,95.5,4617.580153256705,4453.524406130268,50.93,2.4813112545517244,51.45000076293945,50.93000030517578
2018-12-03,95.42,4617.572873563218,4453.630114942529,52.95,2.4821128663448278,50.93000030517578,52.95000076293945
2018-12-04,95.34,4617.565593869732,4453.73582375479,53.25,2.482914478137931,52.95000076293945,53.25
